79375.0000000000,-0.0000000000,0.0300000000,-0.9800000000,0.3700000000,0.3700000000,0.1800000000,8.8500000000,-0.4500000000,-30.3100000000
79384.0000000000,0.0000000000,0.0200000000,-0.9900000000,0.4300000000,0.4300000000,0.2400000000,8.5500000000,0.6000000000,-30.3100000000
79394.0000000000,0.0000000000,0.0200000000,-0.9700000000,0.3700000000,0.3000000000,0.2400000000,8.1000000000,1.0500000000,-29.2600000000
79405.0000000000,0.0000000000,0.0300000000,-1.0000000000,0.3700000000,0.3700000000,0.2400000000,8.5500000000,1.0500000000,-28.5100000000
79414.0000000000,0.0100000000,0.0300000000,-0.9900000000,0.3700000000,0.3000000000,0.3700000000,9.7500000000,1.5000000000,-29.1100000000
79424.0000000000,0.0100000000,0.0300000000,-0.9800000000,0.4300000000,0.3700000000,0.2400000000,7.3500000000,1.0500000000,-29.2600000000
79434.0000000000,0.0000000000,0.0300000000,-0.9900000000,0.4300000000,0.3000000000,0.1800000000,9.0000000000,0.7500000000,-30.1600000000
79444.0000000000,0.0000000000,0.0300000000,-0.9800000000,0.4300000000,0.3700000000,0.3700000000,7.6500000000,1.2000000000,-30.4600000000
79454.0000000000,0.0100000000,0.0200000000,-0.9700000000,0.4300000000,0.3000000000,0.2400000000,9.0000000000,1.2000000000,-30.4600000000
79464.0000000000,0.0000000000,0.0200000000,-0.9800000000,0.3700000000,0.4300000000,0.3000000000,9.1500000000,1.0500000000,-30.3100000000
79475.0000000000,0.0000000000,0.0300000000,-0.9900000000,0.4300000000,0.3700000000,0.3000000000,7.2000000000,1.9500000000,-28.0600000000
79484.0000000000,0.0000000000,0.0300000000,-0.9800000000,0.4900000000,0.2400000000,0.2400000000,7.6500000000,0.1500000000,-30.4600000000
79494.0000000000,0.0100000000,0.0300000000,-0.9800000000,0.3000000000,0.2400000000,0.2400000000,8.8500000000,1.6500000000,-30.0100000000
79505.0000000000,0.0000000000,0.0300000000,-0.9800000000,0.3000000000,0.3000000000,0.1800000000,8.7000000000,0.7500000000,-30.1600000000
79514.0000000000,0.0000000000,0.0300000000,-0.9900000000,0.3700000000,0.3000000000,0.3000000000,9.0000000000,-0.3000000000,-30.4600000000
79524.0000000000,0.0100000000,0.0200000000,-0.9900000000,0.4900000000,0.3700000000,0.1800000000,8.5500000000,0.0000000000,-30.6100000000
79534.0000000000,0.0000000000,0.0300000000,-0.9700000000,0.3700000000,0.2400000000,0.1800000000,8.5500000000,1.0500000000,-29.2600000000
79545.0000000000,0.0100000000,0.0200000000,-0.9800000000,0.3700000000,0.3000000000,0.1800000000,7.6500000000,-0.3000000000,-30.4600000000
79554.0000000000,0.0100000000,0.0200000000,-0.9900000000,0.3700000000,0.2400000000,0.1800000000,9.0000000000,0.4500000000,-28.0600000000
79564.0000000000,0.0100000000,0.0200000000,-0.9800000000,0.3700000000,0.1800000000,0.1800000000,8.7000000000,-0.3000000000,-29.4100000000
79574.0000000000,0.0100000000,0.0200000000,-0.9900000000,0.3700000000,0.3700000000,0.3000000000,8.2500000000,0.4500000000,-30.7600000000
79584.0000000000,0.0100000000,0.0300000000,-0.9800000000,0.4300000000,0.3000000000,0.3000000000,7.3500000000,0.3000000000,-30.3100000000
79594.0000000000,0.0100000000,0.0200000000,-0.9800000000,0.3700000000,0.3000000000,0.3000000000,8.5500000000,0.3000000000,-30.3100000000
79604.0000000000,0.0000000000,0.0200000000,-1.0000000000,0.3000000000,0.2400000000,0.1800000000,7.8000000000,-0.4500000000,-30.0100000000
79614.0000000000,0.0100000000,0.0200000000,-0.9700000000,0.1800000000,0.3000000000,0.2400000000,7.3500000000,1.0500000000,-29.2600000000
79624.0000000000,0.0100000000,0.0300000000,-0.9800000000,0.3000000000,0.3000000000,0.3000000000,9.0000000000,1.5000000000,-30.1600000000
79634.0000000000,0.0100000000,0.0300000000,-0.9800000000,0.3700000000,0.3000000000,0.2400000000,8.1000000000,0.0000000000,-28.9600000000
79643.0000000000,0.0000000000,0.0300000000,-0.9900000000,0.4900000000,0.3000000000,0.3000000000,8.5500000000,0.6000000000,-30.3100000000
79654.0000000000,0.0000000000,0.0300000000,-0.9900000000,0.3700000000,0.3700000000,0.2400000000,9.9000000000,-0.4500000000,-30.3100000000
79664.0000000000,0.0100000000,0.0200000000,-0.9900000000,0.3000000000,0.3000000000,0.2400000000,9.6000000000,2.1000000000,-29.5600000000
79674.0000000000,0.0100000000,0.0300000000,-1.0000000000,0.3700000000,0.3000000000,0.1800000000,9.9000000000,1.3500000000,-28.9600000000
79684.0000000000,0.0100000000,0.0300000000,-0.9900000000,0.2400000000,0.3700000000,0.1800000000,8.5500000000,2.1000000000,-30.3100000000
